respondent_id,persona,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_occupation,Q6_monthly_income,Q7_family_structure,Q8_cultural_affinity,Q9_banarasi_familiarity,Q10_sustainability_importance,Q11_purchase_frequency,Q23_per_txn_spend,Q24_annual_spending,Q25_premium_willingness,Q28_purchase_likelihood,Q12_occasion_Weddings,Q12_occasion_Festivals,Q12_occasion_Gifting,Q12_occasion_Personal_use___Self-reward,Q12_occasion_Home_renovation___Interior_decoration,Q12_occasion_Corporate___Business_gifting,Q12_occasion_No_specific_occasion,Q13_channel_Online_marketplaces_Amazon_Flipkart_Myntra,Q13_channel_Specialty_artisan_platforms_Jaypore_iTokri_Okhai,Q13_channel_Brands_own_website___D2C_store,Q13_channel_Physical_retail_stores___Showrooms,Q13_channel_Exhibitions___Handicraft_fairs,Q13_channel_Directly_from_artisans___Weavers,Q13_channel_Social_media_Instagram_WhatsApp_sellers,Q13_channel_YouTube___Influencer_recommendations,Q13_channel_Word_of_mouth_from_family___friends,Q13_channel_Email_newsletters___WhatsApp_broadcast,Q14_factor_Authenticity___GI_certification,Q14_factor_Price___Value_for_money,Q14_factor_Design_and_aesthetics,Q14_factor_Brand_reputation___Trust,Q14_factor_Artisan_story___Handmade_appeal,Q14_factor_Ease_of_availability,Q14_factor_Recommendations_from_family___friends,Q14_factor_Social_media___Influencer_endorsement,Q14_factor_Sustainability___Eco-friendliness,Q14_factor_Uniqueness___Not_mass-produced,Q15_source_FabIndia,Q15_source_Taneira_Titan_Tata,Q15_source_Local_artisan_shops___Weaver_cooperatives,Q15_source_Amazon___Flipkart_ethnic_section,Q15_source_Jaypore___iTokri___Okhai___GoCoop,Q15_source_Myntra___Nykaa_Fashion,Q15_source_Exhibitions___Craft_melas,Q15_source_Directly_from_Varanasi___Other_craft_cities,Q15_source_I_dont_currently_buy_such_products,Q16_product_Banarasi_Silk_Sarees_and_Textiles,Q16_product_Handwoven_Carpets_and_Rugs,Q16_product_Brass_and_Copper_Artware,Q16_product_Premium_Banarasi_Paan,Q16_product_Gulabi_Meenakari_Craft,Q16_product_None_of_the_above,Q17_saree_type_Pure_Katan_Silk,Q17_saree_type_Organza_Banarasi,Q17_saree_type_Tissue_Silk,Q17_saree_type_Banarasi_Georgette,Q17_saree_type_Banarasi_Cotton_Silk,Q17_saree_type_Silk_Stoles___Dupattas,Q18_saree_color_Red___Maroon___Crimson,Q18_saree_color_Gold___Beige___Cream,Q18_saree_color_Royal_Blue___Navy,Q18_saree_color_Green___Emerald___Teal,Q18_saree_color_Pink___Magenta___Peach,Q18_saree_color_Black___Charcoal,Q18_saree_color_Purple___Lavender,Q18_saree_color_Yellow___Mustard,Q18_saree_color_Pastel_shades,Q18_saree_color_Multi-color___Contrast_combinations,Q19_carpet_type_Large_floor_carpets_6x9_ft+,Q19_carpet_type_Accent___Area_rugs_4x6_ft,Q19_carpet_type_Bedside_runners,Q19_carpet_type_Wall_hangings___Tapestries,Q19_carpet_type_Table_runners___Small_mats,Q19_carpet_type_Prayer_rugs,Q20_brass_Pooja_thali_sets_and_diyas,Q20_brass_Decorative_idols_and_figurines,Q20_brass_Planters_and_vases,Q20_brass_Serving_trays_and_bowls,Q20_brass_Wall_plates_and_hangings,Q20_brass_Candle_holders_and_lanterns,Q20_brass_Kitchen_utensils_traditional,Q21_paan_Classic_Meetha_Paan,Q21_paan_Saada_Paan,Q21_paan_Chocolate_Paan,Q21_paan_Dry_Fruit___Panchmeva_Paan,Q21_paan_Fire_Paan,Q21_paan_Ice_Paan,Q21_paan_Flavored_Paan_rose_kesar_gulkand,Q22_meenakari_Jewelry_pendants_earrings_bracelets,Q22_meenakari_Decorative_figurines,Q22_meenakari_Jewelry_boxes_and_trinket_boxes,Q22_meenakari_Serving_trays_and_plates,Q22_meenakari_Photo_frames,Q22_meenakari_Festive___Wedding_favors,Q26_barrier_Doubt_about_product_authenticity,Q26_barrier_Price_too_high,Q26_barrier_Cannot_assess_quality_online,Q26_barrier_No_easy_return_exchange_policy,Q26_barrier_Worried_about_shipping_damage,Q26_barrier_Products_feel_old-fashioned,Q26_barrier_Dont_know_trusted_sellers,Q26_barrier_Prefer_physical_stores_only,Q26_barrier_No_concerns_-_comfortable_buying_online,Q27_trust_Certificate_of_authenticity___GI_tag,Q27_trust_Video_of_artisan_making_product,Q27_trust_Detailed_product_photos_videos_360°,Q27_trust_Easy_30-day_return_policy,Q27_trust_Cash_on_delivery_COD,Q27_trust_Customer_reviews_with_real_photos,Q27_trust_Live_video_call_with_seller,Q27_trust_Trusted_brand___Celebrity_endorsement,Q27_trust_Nothing_-_only_buy_from_physical_stores
R0376,Gift-Focused Corporate,25-34,Male,Tamil Nadu,Metro,Salaried Professional,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Somewhat Important — nice to have,Rarely,"₹15,001 – ₹30,000",21400,Probably yes,Highly Likely,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
R0377,Gift-Focused Corporate,45-54,Male,Karnataka,Tier-2,Salaried Professional,"₹25,000 – ₹50,000","Married, no children (nuclear)",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Monthly,"₹15,001 – ₹30,000",133100,Probably not,Likely,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
R0378,Gift-Focused Corporate,18-24,Female,Punjab,Tier-3 / Small Town,Business Owner / Self-Employed,"₹25,000 – ₹50,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Quarterly,"₹15,001 – ₹30,000",66000,Not sure,Likely,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
R0379,Modern Occasional Buyer,45-54,Female,Maharashtra,Rural,Government Employee,"₹50,001 – ₹1,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Rarely,"₹30,001 – ₹50,000",46900,Not sure,Neutral,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
R0380,Premium Traditionalist,25-34,Female,Tamil Nadu,Tier-3 / Small Town,Business Owner / Self-Employed,"₹50,001 – ₹1,00,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Rarely,"₹30,001 – ₹50,000",34400,Not sure,Highly Likely,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
R0381,Unaware / Low Interest,18-24,Female,Uttar Pradesh,Tier-3 / Small Town,Student,"₹50,001 – ₹1,00,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Rarely,"₹5,001 – ₹15,000",5400,Probably yes,Neutral,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
R0382,Budget Festival Shopper,35-44,Female,Uttar Pradesh,Tier-2,Salaried Professional,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Somewhat Important — nice to have,Twice a year,"₹1,000 – ₹5,000",9000,Not sure,Likely,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0
R0383,Modern Occasional Buyer,35-44,Female,Gujarat,Metro,Government Employee,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Not familiar at all,Important — influences alongside other factors,Quarterly,"₹1,000 – ₹5,000",12100,Probably yes,Neutral,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
R0384,Premium Traditionalist,45-54,Female,Gujarat,Tier-1,Student,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Rarely,"Above ₹50,000",128600,Probably yes,Highly Likely,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
R0385,Gift-Focused Corporate,35-44,Male,Kerala,Tier-1,Salaried Professional,"Above ₹2,00,000","Married, with children (nuclear family)",Prefer modern/western; sometimes buy traditional as gifts,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Quarterly,"₹30,001 – ₹50,000",97100,Probably not,Likely,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
R0386,Gift-Focused Corporate,45-54,Female,Gujarat,Tier-2,Business Owner / Self-Employed,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Quarterly,"₹5,001 – ₹15,000",35900,Probably yes,Likely,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0
R0387,Gift-Focused Corporate,25-34,Male,Uttarakhand,Tier-3 / Small Town,Other,"Below ₹25,000","Married, living in a joint family",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Twice a year,"₹5,001 – ₹15,000",50300,Not sure,Likely,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
R0388,Gift-Focused Corporate,18-24,Female,Uttar Pradesh,Tier-3 / Small Town,Student,"Above ₹2,00,000","Single, living with parents / family",Open to traditional if modern/contemporary design,Very familiar — purchased before,Somewhat Important — nice to have,Quarterly,"₹30,001 – ₹50,000",67700,"Yes, definitely",Highly Likely,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
R0389,Modern Occasional Buyer,35-44,Female,Uttar Pradesh,Tier-1,Government Employee,"₹1,00,001 – ₹2,00,000",Single parent,Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Not Important — focus on quality and price only,Rarely,"₹5,001 – ₹15,000",5600,"Yes, definitely",Highly Likely,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
R0390,Premium Traditionalist,45-54,Female,Uttar Pradesh,Tier-2,Salaried Professional,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Somewhat familiar — know but haven't purchased,Very Important — primary reason for handcrafted,Weekly,"₹1,000 – ₹5,000",28400,"Yes, definitely",Highly Likely,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
R0391,Premium Traditionalist,55+,Male,Maharashtra,Metro,Retired,"₹1,00,001 – ₹2,00,000","Married, living in a joint family",Actively seek traditional products; core part of my identity,Very familiar — purchased before,Important — influences alongside other factors,Weekly,"₹5,001 – ₹15,000",126700,Probably yes,Highly Likely,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
R0392,Gift-Focused Corporate,25-34,Male,Gujarat,Tier-1,Salaried Professional,"₹50,001 – ₹1,00,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Not familiar at all,Very Important — primary reason for handcrafted,Twice a year,"₹15,001 – ₹30,000",88700,Not sure,Likely,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
R0393,Premium Traditionalist,25-34,Female,West Bengal,Tier-2,Other,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Very Important — primary reason for handcrafted,Quarterly,"₹5,001 – ₹15,000",45600,"Yes, definitely",Highly Likely,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
R0394,Budget Festival Shopper,35-44,Male,Uttar Pradesh,Tier-3 / Small Town,Homemaker,"₹50,001 – ₹1,00,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Not Important — focus on quality and price only,Twice a year,"₹1,000 – ₹5,000",13300,Probably not,Likely,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0
R0395,Budget Festival Shopper,25-34,Female,Chhattisgarh,Rural,Homemaker,"Below ₹25,000","Married, living in a joint family",Appreciate traditional; buy occasionally for festivals/occasions,Very familiar — purchased before,Very Important — primary reason for handcrafted,Twice a year,"₹5,001 – ₹15,000",24500,Probably not,Highly Likely,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
R0396,Modern Occasional Buyer,55+,Male,Punjab,Tier-1,Retired,"₹1,00,001 – ₹2,00,000","Married, with children (nuclear family)",Open to traditional if modern/contemporary design,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Twice a year,"₹15,001 – ₹30,000",46000,"Yes, definitely",Highly Likely,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1
R0397,Unaware / Low Interest,45-54,Male,Delhi,Tier-1,Government Employee,"₹50,001 – ₹1,00,000","Married, living in a joint family",Prefer modern/western; sometimes buy traditional as gifts,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Never,"Below ₹1,000",601,Definitely not,Unlikely,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
R0398,Premium Traditionalist,25-34,Male,Uttar Pradesh,Tier-2,Business Owner / Self-Employed,"₹50,001 – ₹1,00,000","Single, living with parents / family",Prefer modern/western; sometimes buy traditional as gifts,Very familiar — purchased before,Important — influences alongside other factors,Weekly,"₹1,000 – ₹5,000",8700,Definitely not,Highly Likely,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
R0399,Sustainability Millennial,35-44,Female,Maharashtra,Metro,Homemaker,"₹50,001 – ₹1,00,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Never,"₹5,001 – ₹15,000",394,"Yes, definitely",Highly Likely,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
R0400,Premium Traditionalist,35-44,Female,Uttar Pradesh,Rural,Other,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Prefer modern/western; sometimes buy traditional as gifts,Very familiar — purchased before,Important — influences alongside other factors,Twice a year,"₹15,001 – ₹30,000",42100,Definitely not,Highly Likely,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
R0401,Premium Traditionalist,18-24,Male,Uttar Pradesh,Tier-3 / Small Town,Student,"Below ₹25,000","Single, living with parents / family",Appreciate traditional; buy occasionally for festivals/occasions,Somewhat familiar — know but haven't purchased,Somewhat Important — nice to have,Monthly,"₹1,000 – ₹5,000",14800,"Yes, definitely",Highly Likely,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
R0402,Budget Festival Shopper,45-54,Male,Tamil Nadu,Tier-3 / Small Town,Other,"₹25,000 – ₹50,000","Married, living in a joint family",Open to traditional if modern/contemporary design,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Quarterly,"₹1,000 – ₹5,000",17200,Probably not,Neutral,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
R0403,Premium Traditionalist,35-44,Male,Maharashtra,Metro,Government Employee,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Actively seek traditional products; core part of my identity,Not familiar at all,Not Important — focus on quality and price only,Twice a year,"₹15,001 – ₹30,000",76400,Probably not,Likely,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
R0404,Sustainability Millennial,45-54,Male,Delhi,Tier-2,Government Employee,"₹25,000 – ₹50,000","Married, with children (nuclear family)",Appreciate traditional; buy occasionally for festivals/occasions,Slightly familiar — heard of sarees only,Important — influences alongside other factors,Quarterly,"₹15,001 – ₹30,000",183700,Probably yes,Likely,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
R0405,Sustainability Millennial,25-34,Female,Meghalaya,Metro,Business Owner / Self-Employed,"Above ₹2,00,000",Single parent,Open to traditional if modern/contemporary design,Very familiar — purchased before,Very Important — primary reason for handcrafted,Quarterly,"₹5,001 – ₹15,000",38500,Not sure,Highly Likely,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0
R0406,Premium Traditionalist,45-54,Female,West Bengal,Tier-3 / Small Town,Salaried Professional,"Below ₹25,000","Married, no children (nuclear)",Open to traditional if modern/contemporary design,Very familiar — purchased before,Important — influences alongside other factors,Quarterly,"₹1,000 – ₹5,000",14500,Probably not,Highly Likely,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1
R0407,Premium Traditionalist,25-34,Male,Chhattisgarh,Tier-2,Salaried Professional,"₹25,000 – ₹50,000","Single, living alone",Actively seek traditional products; core part of my identity,Slightly familiar — heard of sarees only,Somewhat Important — nice to have,Twice a year,"₹5,001 – ₹15,000",21500,"Yes, definitely",Highly Likely,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
